Date,Open,Close,Low,High,Volume,,MACD,,
1930-08-31,234,240.4,214.5,241.4,9844062,,-11.51406616,,
1930-09-30,240.4,204.9,202,247.2,12860751,,-12.98824726,,
1930-10-31,205.9,183.4,181.5,216.9,16238436,,-14.68389333,,
1930-11-30,183.4,183.39,168.3,191.3,14094314,,-15.02455163,,
1930-12-31,183.4,164.6,154.5,188,14279729,,-15.6623237,,
1931-01-31,164.6,167.6,160.1,175.7,10658020,,-15.02660337,,
1931-02-28,167.6,189.7,165.6,197,15844781,,-12.37284213,,
1931-03-31,189.7,172.4,170.6,191.9,15868871,,-11.07954224,,
1931-04-30,172.4,151.2,141.8,174.7,13345442,,-10.93038645,,
1931-05-31,151.2,128.5,127.3,156.2,11714435,,-11.57699096,,
1931-06-30,128.4,150.2,119.9,157.9,14402256,,-9.828575935,,
1931-07-31,150.2,135.4,133.7,156.7,8238494,,-8.977607298,,
1931-08-31,135.4,139.4,132.6,146.4,6261201,,-7.513515987,,
1931-09-30,139.4,96.6,95.8,140.5,12261203,,-8.711423192,,
1931-10-31,96.6,105.4,85.5,110.5,12360091,,-8.202176672,,
1931-11-30,105.4,93.9,89.3,119.2,8810888,,-7.926418969,,
1931-12-31,93.4,77.9,71.8,93.4,11926014,,-8.080576783,,
1932-01-31,77.9,76.2,69.9,87.8,8653085,,-7.565106246,,
1932-02-29,76.3,81.4,70.6,89.8,7502165,,-6.19936316,,
1932-03-31,81.4,73.3,72.5,89.9,7826077,,-5.206925548,,
1932-04-30,73.3,56.1,55.3,74.4,7991729,,-5.0693669,,
1932-05-31,56.1,44.7,44.3,60,5598496,,-5.093144313,,
1932-06-30,44.7,42.8,42.3,51.4,5555999,,-4.59892148,,
1932-07-31,42.8,54.3,40.6,54.7,5741052,,-2.940295538,,
1932-08-31,54.3,73.2,52.4,77,19920449,,-0.159839957,,
1932-09-30,73.2,71.6,64.3,81.4,16891941,,1.87010283,,
1932-10-31,71.6,61.9,57.7,72.6,7415460,,2.802040364,,
1932-11-30,61.6,56.4,55.9,68.9,5669776,,3.258563543,,
1932-12-31,56.4,59.9,55,62.9,5847338,,3.960106563,,
1933-01-31,59.9,60.9,58.9,65.3,4560000,,4.609877186,,
1933-02-28,60.9,51.4,49.7,60.9,4703061,,4.512543511,,
1933-03-31,51.4,55.4,50.3,64.6,4998947,,4.803295189,,
1933-04-30,55.4,77.7,55,78.2,12482255,,6.478965132,,
1933-05-31,77.7,88.1,75.6,91.3,24918047,,8.160636554,,
1933-06-30,88.1,98.1,86.5,100.5,31052753,,9.713786785,,
1933-07-31,99.2,90.8,84.5,110.5,29815938,,9.978778452,,
1933-08-31,90.8,102.4,89.6,105.6,9572935,,10.60589618,,
1933-09-30,102.4,94.8,92.4,107.7,10840601,,10.17764083,,
1933-10-31,94.8,88.2,82.2,100.6,9791729,,9.150968693,,
1933-11-30,88.2,98.1,86.8,101.9,8526859,,8.835174905,,
1933-12-31,98.4,99.9,93.7,104,8704332,,8.444440097,,
1934-01-31,99.9,107.2,96.3,110.1,13216548,,8.358967238,,
1934-02-28,107.9,103.5,102.2,111.9,14131777,,7.748261205,,
1934-03-31,103.5,101.9,97.4,106.4,7395885,,6.956720651,,
1934-04-30,101.9,100.5,100.3,107,7327669,,6.090238147,,
1934-05-31,100.5,94,89.1,101.4,6187218,,4.882854955,,
1934-06-30,93.7,95.7,90.9,101.1,4072870,,4.037270666,,
1934-07-31,95.7,88.1,84.6,99.4,5231908,,2.860075818,,
1934-08-31,88.6,92.9,86.3,96,4121958,,2.321564733,,
1934-09-30,92.9,92.6,85.7,94.1,3252994,,1.880836498,,
1934-10-31,92.2,93.4,89.8,96.4,3917413,,1.590412986,,
1934-11-30,93.4,102.9,92.8,103.5,4992219,,1.961010843,,
1934-12-31,102.9,104,98.9,104.5,5898587,,2.185958821,,
1935-01-31,104,101.7,99.5,106.7,4752360,,2.085861832,,
1935-02-28,101.7,102.4,100,108.3,3474459,,1.973979094,,
1935-03-31,102.4,100.8,96,103.7,4049775,,1.709294632,,
1935-04-30,100.8,109.5,99.8,111.5,5296060,,2.016138315,,
1935-05-31,109.5,110.6,107.8,117.6,7463457,,2.175510082,,
1935-06-30,110.2,118.2,108.6,121.3,5648841,,2.643951164,,
1935-07-31,118.2,126.2,117.8,127,7196572,,3.301055417,,
1935-08-31,126.2,127.9,124.3,130,10607821,,3.632388544,,
1935-09-30,127.9,131.9,126.4,135.3,8554380,,3.880667289,,
1935-10-31,131.9,139.7,127,142.1,11246165,,4.297536271,,
1935-11-30,140.1,142.4,140,149.4,14493421,,4.462956346,,
1935-12-31,142.4,144.1,138.3,145.1,11078796,,4.388111881,,
1936-01-31,144.1,149.5,141.6,150,16200270,,4.392721688,,
1936-02-29,149.5,152.2,148.3,155.7,14949654,,4.264570647,,
1936-03-31,152.2,156.3,149.7,159.9,12529174,,4.139550477,,
1936-04-30,157,145.7,141.5,163.1,9636361,,3.07549191,,
1936-05-31,145.7,152.6,144.2,153.6,5345862,,2.588441425,,
1936-06-30,152.6,157.7,148.5,161.2,5382405,,2.367809042,,
1936-07-31,157.7,164.9,154.9,168.2,8233535,,2.454348655,,
1936-08-31,164.9,166.3,160.5,170.2,6766918,,2.353144769,,
1936-09-30,166.3,167.8,164.8,170.7,7362584,,2.140590643,,
1936-10-31,167.8,177.2,167.5,178.4,10827429,,2.368667488,,
1936-11-30,177.2,183.2,175.4,186.4,12472169,,2.638588393,,
1936-12-31,183.2,179.9,175.3,183.6,11646768,,2.321068496,,
1937-01-31,179.9,185.7,177,187.8,14823610,,2.227447558,,
1937-02-28,185.7,187.3,184.9,191.4,12388604,,2.005958922,,
1937-03-31,187.3,186.4,179.3,195.6,12433623,,1.551819945,,
1937-04-30,186.4,174.3,168.8,186.6,8473082,,0.257372212,,
1937-05-31,174.3,174.7,166.2,176.9,4855940,,-0.698773488,,
1937-06-30,172.7,169.3,163.3,175.7,4053386,,-1.761305094,,
1937-07-31,169.3,185.6,169.1,185.9,5193836,,-1.445959985,,
1937-08-31,185.6,177.4,175.1,190.4,4263157,,-1.843756487,,
1937-09-30,176.1,154.6,146.2,176.1,7940481,,-3.595218782,,
1937-10-31,154.6,138.2,115.8,155.1,12979304,,-5.686690744,,
1937-11-30,137,123.5,112.5,137,7050551,,-7.760184616,,
1937-12-31,123.5,120.9,117.7,131.2,6794436,,-8.92383343,,
1938-01-31,120.9,121.9,118.9,135,5871878,,-9.206125785,,
1938-02-28,122.7,129.6,117.1,132.9,3547400,,-8.472641783,,
1938-03-31,129.6,99,97.5,131,5350826,,-9.565844943,,
1938-04-30,101,111.3,101,121.5,3953415,,-8.987092437,,
1938-05-31,110.6,107.7,106.4,120.3,3424961,,-8.384947128,,
1938-06-30,107.7,133.9,107.6,138.2,5801053,,-5.878827742,,
1938-07-31,133.9,141.3,133.5,146.3,9946195,,-3.497082252,,
1938-08-31,141,139.3,135.4,146.3,5023758,,-1.910062428,,
1938-09-30,139.3,141.5,127.9,143.4,5658948,,-0.631967849,,
1938-10-31,141.6,151.7,141.6,155.4,10155973,,0.897480235,,
1938-11-30,151.7,149.8,145.2,158.9,6951067,,1.730056358,,
1938-12-31,149.8,154.8,146.4,155.1,6938886,,2.518600354,,
1939-01-31,154.8,143.8,136.1,155.5,6166934,,2.211386064,,
1939-02-28,143.5,147.3,141.9,148.2,3279825,,2.15379232,,
1939-03-31,147.3,131.8,131.4,152.7,5794736,,1.038230516,,
1939-04-30,131.8,128.5,120,135.6,4644813,,0.094243583,,
1939-05-31,128.5,138.2,127.5,139.2,3193536,,0.136696639,,
1939-06-30,137.4,130.6,129,140.8,2984933,,-0.309151433,,
1939-07-31,130.6,143.3,130.5,145.7,4607278,,0.258518095,,
1939-08-31,143.3,134.4,128.6,145.8,4280752,,0.052631892,,
1939-09-30,134.4,152.5,127.5,157.8,13998767,,1.095645801,,
1939-10-31,152.4,151.9,148.7,156,5896332,,1.670882082,,
1939-11-30,151.9,145.7,144.9,153.5,4444239,,1.561582375,,
1939-12-31,145.7,150.2,145.5,150.8,4486466,,1.708248285,,
1940-01-31,150.5,145.3,143.1,153.3,3932120,,1.403880532,,
1940-02-29,145.3,146.5,144.7,150,3303177,,1.218857099,,
1940-03-31,146.5,148,145.1,149.5,3981114,,1.134702885,,
1940-04-30,148,148.4,145.9,152.1,6568423,,1.045397399,,
1940-05-31,148.1,116.2,110.5,148.7,9588272,,-1.125293776,,
1940-06-30,116.2,121.9,110.4,125.3,4072964,,-2.065511728,,
1940-07-31,121.8,126.1,120.1,127.2,1823189,,-2.276223902,,
1940-08-31,126.1,129.4,120.9,129.6,1891578,,-2.070898027,,
1940-09-30,129.4,132.6,127.2,135.5,2992693,,-1.617232858,,
1940-10-31,133,134.6,129.5,135.9,3478650,,-1.104590502,,
1940-11-30,134.6,131,129.1,138.8,5236737,,-0.936717281,,
1940-12-31,131,131.1,127.8,133,4339037,,-0.755478541,,
1941-01-31,131.1,124.1,123.9,134.3,3301913,,-1.026746911,,
1941-02-28,124,122,117.4,125.3,2162163,,-1.25237092,,
1941-03-31,122,122.7,120,124.4,2519549,,-1.256014478,,
1941-04-30,122.9,115.5,115.3,125.3,2781744,,-1.621630821,,
1941-05-31,115.5,115.8,114.8,118.5,2424723,,-1.712629978,,
1941-06-30,115.8,123.1,115.5,125.1,2651278,,-1.176106999,,
1941-07-31,123.1,128.8,122.5,131.1,4435669,,-0.373818401,,
1941-08-31,128.7,127.7,124.7,128.7,2780750,,0.119881539,,
1941-09-30,127.8,126.8,125.3,130,3397623,,0.406773818,,
1941-10-31,126.8,117.8,117.4,127.2,3226828,,0.031153498,,
1941-11-30,117.8,114.2,114,120.3,3834002,,-0.395481867,,
1941-12-31,114.2,111,105.5,117.5,8788333,,-0.805299095,,
1942-01-31,111,109.1,108.3,115,3488100,,-1.098293341,,
1942-02-28,109.1,106.8,104.7,111,1951217,,-1.325729795,,
1942-03-31,106.5,99.5,98.3,107.2,2099098,,-1.816220014,,
1942-04-30,99.5,95.4,92.7,102.8,1860630,,-2.237518872,,
1942-05-31,95.4,100.9,95.1,101.5,1779700,,-1.975615411,,
1942-06-30,101,103.3,100.9,106.6,1850076,,-1.492555317,,
1942-07-31,103.3,105.7,102.3,109.5,2064812,,-0.892799501,,
1942-08-31,105.7,106.3,104.5,107.9,1875338,,-0.364178184,,
1942-09-30,106.3,109.1,105.6,110,2350375,,0.233375102,,
1942-10-31,109.2,114.1,109.2,116,3926978,,0.98267583,,
1942-11-30,114.1,114.5,113.5,118.2,3322899,,1.492008362,,
1942-12-31,114.5,119.4,114.1,120.2,4716093,,2.108012324,,
1943-01-31,119.5,125.6,118.8,125.8,4553321,,2.836742302,,
1943-02-28,125.6,130.1,124.7,130.4,5945954,,3.482969996,,
1943-03-31,130.1,136.6,127.9,137.2,8988269,,4.163307467,,
1943-04-30,136.6,135.5,129.8,137.5,8326557,,4.334856606,,
1943-05-31,135.5,142.1,135.4,142.2,8713983,,4.660030182,,
1943-06-30,142.1,143.4,138.1,143.7,5724994,,4.715591675,,
1943-07-31,143.4,136,135.5,146.4,6602884,,4.033291448,,
1943-08-31,136,136.6,133.9,138.8,3540905,,3.425629719,,
1943-09-30,136.7,140.1,136.4,142.5,3619038,,3.073868108,,
1943-10-31,140.1,138.3,135.9,140.6,3516724,,2.555700074,,
1943-11-30,138.3,129.6,128.9,139,4585840,,1.514228104,,
1943-12-31,129.8,135.9,129.8,136.7,4667368,,1.153168772,,
1944-01-31,135.9,137.4,135.5,138.9,4291578,,0.928553135,,
1944-02-29,137.4,136.3,134.1,137.7,4182587,,0.633190199,,
1944-03-31,136.3,138.8,135.9,141.4,6753383,,0.537268061,,
1944-04-30,138.8,136.2,134.8,139.5,3606497,,0.244685321,,
1944-05-31,136.2,142.2,136.2,142.4,4219399,,0.392451417,,
1944-06-30,142.2,148.4,140.9,149.2,9179548,,0.820342547,,
1944-07-31,148.4,146.1,145.3,150.9,7308633,,0.857059991,,
1944-08-31,146.1,147,144.5,149.3,4913231,,0.84893567,,
1944-09-30,147,146.7,142.5,147.5,3951880,,0.734615197,,
1944-10-31,146.7,146.5,145.3,149.2,4340209,,0.56443333,,
1944-11-30,146.5,147.3,145.2,148.4,4357893,,0.430691046,,
1944-12-31,147.3,152.3,146.8,153,7518228,,0.593851933,,
1945-01-31,152.3,153.7,150.5,156.7,9598143,,0.703455714,,
1945-02-28,153.7,160.4,153.2,160.9,8194394,,1.110375628,,
1945-03-31,160.4,154.4,151.7,162.2,6979761,,0.869301018,,
1945-04-30,154.5,165.4,154.5,165.7,6838647,,1.317632496,,
1945-05-31,165.4,168.3,162.6,169.5,7749023,,1.65464185,,
1945-06-30,168.3,165.3,163.8,169.6,10253683,,1.523914585,,
1945-07-31,165.4,162.9,160,167.8,4509024,,1.141689297,,
1945-08-31,162.9,174.3,161.1,174.5,4887970,,1.499948421,,
1945-09-30,174.3,181.7,173.2,181.9,6189023,,2.044858954,,
1945-10-31,181.9,186.6,181.9,187.6,8415342,,2.513989055,,
1945-11-30,187,191.5,185.8,193,9950377,,2.905298986,,
1945-12-31,191.5,192.9,187.5,196.6,8538678,,2.997336041,,
1946-01-31,192.7,204.7,189.8,206.6,12394231,,3.553842089,,
1946-02-28,204.7,190.1,184.1,207.5,8193653,,2.679409087,,
1946-03-31,190.1,199.8,186.8,201.9,6561655,,2.49859275,,
1946-04-30,199.8,206.8,198.5,209.4,7762916,,2.5839981,,
1946-05-31,206.6,212.3,199.3,213.4,7232030,,2.730173007,,
1946-06-30,212.3,205.6,199,212.5,4899249,,2.12197625,,
1946-07-31,205.8,201.6,194.3,208.6,4646617,,1.240307906,,
1946-08-31,201.6,189.2,187.3,205,4696241,,-0.305443907,,
1946-09-30,188.2,172.4,164.1,188.2,9807519,,-2.466501062,,
1946-10-31,172.4,169.2,160.5,177.1,7402107,,-4.026391614,,
1946-11-30,169.5,169.8,162.3,175.8,6167459,,-4.876026463,,
1946-12-31,169.1,177.2,166.2,178.6,7290677,,-4.790873969,,
1947-01-31,177.2,180.4,170.1,181.3,5723279,,-4.381393531,,
1947-02-28,180.4,178.9,176.3,185,5735099,,-4.080053199,,
1947-03-31,178.9,177.2,171.9,182.5,4879848,,-3.865754015,,
1947-04-30,177.2,170.6,165.4,178.3,5061655,,-4.021140172,,
1947-05-31,170.6,169.3,161.4,175.1,5091429,,-4.052693728,,
1947-06-30,168.7,177.3,167.4,178.1,3942856,,-3.402236138,,
1947-07-31,177.5,183.2,177.5,187.7,5742856,,-2.484667945,,
1947-08-31,183.2,178.9,176.5,184.4,3196239,,-2.093057552,,
1947-09-30,178.9,177.5,174,180.6,3615789,,-1.861794457,,
1947-10-31,177.5,181.8,176.9,186.2,7176538,,-1.375153044,,
1947-11-30,182,179.4,178.9,184,4359446,,-1.178400092,,
1947-12-31,179.4,181.2,175.2,181.8,6747968,,-0.902937726,,
1948-01-31,181.2,175.1,170.7,181.7,5105415,,-1.094683583,,
1948-02-29,174.92,167.3,164.1,176.1,5415209,,-1.675209891,,
1948-03-31,167.5,177.2,165,177.6,5468660,,-1.335593315,,
1948-04-30,177.2,180.5,176,184.5,8549776,,-0.85520476,,
1948-05-31,180.5,190.7,179.5,192.3,10300149,,0.130525247,,
1948-06-30,190.7,189.5,186.6,194.5,6978945,,0.65350103,,
1948-07-31,189.5,181.3,179.6,192.4,5548874,,0.410803066,,
1948-08-31,181.3,181.7,177.4,184.5,3394737,,0.248813867,,
1948-09-30,181.7,178.3,175.8,185.6,4163909,,-0.097171122,,
1948-10-31,178.3,188.6,178.2,190.9,5198345,,0.334179466,,
1948-11-30,188.6,171.2,170.4,190.5,7221276,,-0.538374127,,
1948-12-31,171.7,177.3,171.7,179.2,6742104,,-0.681506737,,
1949-01-31,177,179.1,174.4,182.5,4744509,,-0.632811819,,
1949-02-28,179.1,173.1,170.6,180.9,4066196,,-0.962771263,,
1949-03-31,173.4,177.1,172.6,179.2,5152332,,-0.872395918,,
1949-04-30,177,174.2,172.3,177.8,5020151,,-0.961654008,,
1949-05-31,174.2,168.4,168.1,177.2,4470225,,-1.341703221,,
1949-06-30,168.4,167.4,160.6,169,4012781,,-1.574709068,,
1949-07-31,167.4,175.9,166.9,177,4236091,,-1.093479544,,
1949-08-31,175.9,178.7,175.7,182.7,4917293,,-0.551076395,,
1949-09-30,178.7,182.5,177.6,184.1,5379697,,0.066309204,,
1949-10-31,182.2,189.5,180.9,191.4,7530225,,0.90239337,,
1949-11-30,189.5,191.6,187,194.4,6925714,,1.516961358,,
1949-12-31,191.6,200.1,191.1,200.9,9616241,,2.365446214,,
1950-01-31,200.1,201.8,193.9,202.9,10420602,,2.876715208,,
1950-02-28,201.8,203.4,200.6,205.4,8358082,,3.136883886,,
1950-03-31,203.4,206.1,201.1,211.2,9806165,,3.289079115,,
1950-04-30,206.1,214.3,205.7,216.3,12083005,,3.709121027,,
1950-05-31,214.3,223.4,214.1,224.2,11311579,,4.32400682,,
1950-06-30,223.4,209.1,206,229.2,10299247,,3.525595035,,
1950-07-31,209.1,209.4,195.4,212.2,10053383,,2.80691212,,
1950-08-31,209.6,216.9,209.6,222.2,8774437,,2.628965921,,
1950-09-30,217.1,226.4,217.1,228.2,8704510,,2.920914636,,
1950-10-31,228.94,225,223.6,232.8,15163702,,2.789810055,,
1950-11-30,225,227.6,220.6,236.6,10521833,,2.649328697,,
1950-12-31,227.6,235.4,221.3,236.5,14685565,,2.836147917,,
1951-01-31,235.4,248.8,234.9,250.6,17509807,,3.569234189,,
1951-02-28,248.8,252.1,247,257.1,10396671,,3.953587061,,
1951-03-31,252.1,247.9,242.1,254.4,9090766,,3.611568678,,
1951-04-30,247.8,259.1,245,260.8,8513233,,3.806764561,,
1951-05-31,259.1,249.7,241.9,264.4,9706465,,3.005123186,,
1951-06-30,249.7,242.6,240.7,255.2,8169927,,1.760638239,,
1951-07-31,242.6,257.9,241.1,262.2,6313535,,1.729328296,,
1951-08-31,257.9,270.3,256.8,271.6,7585714,,2.271041548,,
1951-09-30,270.3,271.2,269.1,277.5,8215035,,2.404437835,,
1951-10-31,271.2,262.4,256.4,277.3,10496573,,1.650404567,,
1951-11-30,262.4,261.3,254.9,265.8,6503191,,0.867309722,,
1951-12-31,261.6,269.2,261.6,270,7736031,,0.679432968,,
1952-01-31,269.2,270.7,266.3,276.3,9150695,,0.46449458,,
1952-02-29,270.7,260.1,257.4,272.9,6996561,,-0.529390501,,
1952-03-31,260.1,269.5,259,270.4,7375487,,-0.681843315,,
1952-04-30,269.5,257.6,257,269.8,7322527,,-1.656673038,,
1952-05-31,257.4,262.9,254.7,265.2,6028871,,-1.994410779,,
1952-06-30,262.9,274.3,260.8,275,5758647,,-1.521293424,,
1952-07-31,274.3,279.6,271.7,280.3,5436091,,-0.95056981,,
1952-08-31,279.6,275,272.3,281.5,4712030,,-0.97821509,,
1952-09-30,275.1,270.6,267.1,278.2,5436090,,-1.364464107,,
1952-10-31,270.6,269.2,262,272.4,5851129,,-1.760668306,,
1952-11-30,269.2,283.7,268.8,284.7,6814285,,-1.123628767,,
1952-12-31,283.7,291.9,280.7,293.5,9130826,,-0.27185704,,
1953-01-31,291.9,289.8,284.3,295.1,7682707,,0.01315106,,
1953-02-28,289.8,284.3,279.7,290.9,6805262,,-0.289027928,,
1953-03-31,284.3,279.9,277.6,292,9588721,,-0.872545501,,
1953-04-30,279.9,274.8,269.3,281.8,7752633,,-1.64449535,,
1953-05-31,274.8,272.3,270.7,280,5803760,,-2.32440995,,
1953-06-30,272.3,268.3,260.8,272.6,5882707,,-3.001425087,,
1953-07-31,268.3,275.4,267,275.9,5016542,,-2.925915721,,
1953-08-31,275.4,261.2,260.8,278.3,5388721,,-3.735344387,,
1953-09-30,261.2,264,254.4,266.6,6124058,,-3.963589589,,
1953-10-31,264,275.8,262.5,277,5799248,,-3.232202467,,
1953-11-30,275.8,281.4,273,282.5,6009023,,-2.32597959,,
1953-12-31,281.4,280.9,275.9,285.2,8154134,,-1.74166512,,
1954-01-31,280.9,292.4,278.9,294.6,7538347,,-0.619965762,,
1954-02-28,292.4,294.5,287.4,295.4,7502256,,0.181281688,,
1954-03-31,294.5,303.5,294.2,305.2,9936089,,1.179602078,,
1954-04-30,303.5,319.3,301.7,321.7,10277593,,2.680381925,,
1954-05-31,319.3,327.5,316.5,328.9,9451128,,3.926296889,,
1954-06-30,327.5,333.5,315.7,338.8,9525564,,4.797806876,,
1954-07-31,333.5,347.9,330.7,349.2,11693233,,5.914094287,,
1954-08-31,347.9,335.8,333.2,352.3,12834587,,5.420638305,,
1954-09-30,335.8,360.5,335,366,9297746,,6.280229427,,
1954-10-31,360.5,352.1,350.7,366.4,9963156,,5.816144487,,
1954-11-30,352.1,386.8,350.2,391.2,14212783,,7.284018276,,
1954-12-31,386.8,404.4,381.8,407.2,17251127,,8.777974196,,
1955-01-31,404.4,408.8,385.7,412.5,16838346,,9.347562311,,
1955-02-28,408.8,411.9,403.5,416.6,13716541,,9.203647896,,
1955-03-31,411.9,409.7,387.5,421.8,14837592,,8.260857556,,
1955-04-30,409.8,425.7,409.8,432.8,12133084,,8.009423206,,
1955-05-31,425.7,424.9,412.6,428.3,10774734,,7.114106153,,
1955-06-30,424.9,451.4,422.5,453.5,13109773,,7.588157631,,
1955-07-31,451.4,465.9,449.5,471.7,10933086,,8.112545302,,
1955-08-31,465.9,468.2,445.7,469.5,9428571,,7.843927823,,
1955-09-30,468.2,466.6,446.7,489.9,13551881,,6.825584666,,
1955-10-31,465.4,454.9,433.2,465.4,9507518,,4.730595916,,
1955-11-30,454.9,483.3,452.1,490.8,10457142,,4.618915673,,
1955-12-31,483.3,488.4,478.3,490.6,11501501,,4.258710232,,
1956-01-31,488.4,470.7,458.2,490.9,10637595,,2.296867379,,
1956-02-29,470.7,483.7,463.9,491.1,10459400,,1.387959522,,
1956-03-31,483.7,511.8,483.6,515.9,13603757,,2.147140658,,
1956-04-30,511.8,516.1,501,524.4,12203007,,2.388295962,,
1956-05-31,516.1,478.1,463.9,519.8,12002256,,-0.412809639,,
1956-06-30,478.1,492.8,468,494.8,8386465,,-1.609775093,,
1956-07-31,492.8,517.8,488.4,520,10296992,,-1.077558732,,
1956-08-31,517.8,502,492.2,523.3,10026316,,-2.09072908,,
1956-09-30,502,475.3,474.2,512.7,8395488,,-4.710253155,,
1956-10-31,475.3,479.9,463.8,494.1,9090226,,-6.191060349,,
1956-11-30,480.2,472.8,460.4,500.5,9823308,,-7.61307149,,
1956-12-31,474.3,499.5,474.3,501.6,10450374,,-6.749297463,,
1957-01-31,499.5,479.2,471.1,502.6,10858647,,-7.482165223,,
1957-02-28,479.2,464.6,453.1,479.8,8465414,,-8.796544932,,
1957-03-31,464.6,474.8,463.7,477.6,8034586,,-8.803775941,,
1957-04-30,474.8,494.4,473.1,497.2,10892481,,-7.371380781,,
1957-05-31,494.4,504.9,492.3,508.9,11855640,,-5.675684222,,
1957-06-30,504.9,503.3,492.9,516.8,9805264,,-4.663104364,,
1957-07-31,503.3,508.5,500.8,523.1,10878949,,-3.687181655,,
1957-08-31,508.5,484.4,469,510,9336088,,-4.646848137,,
1957-09-30,484.4,456.3,452.2,487.6,8321053,,-7.01407667,,
1957-10-31,456.3,441,416.2,468.2,14427067,,-9.3065912,,
1957-11-30,438.8,449.9,425.5,452.5,10872179,,-9.866499972,,
1957-12-31,449.9,435.7,423.9,452.2,12279700,,-10.76279396,,
1958-01-31,435.7,450,434.4,453.6,11239850,,-9.979608477,,
1958-02-28,450,439.9,434,459.8,9065413,,-9.719219121,,
1958-03-31,439.9,446.8,439.2,457.3,10529323,,-8.693105938,,
1958-04-30,446.8,455.9,437.3,458.3,11339098,,-7.080630238,,
1958-05-31,455.9,462.7,453.8,465.3,12203008,,-5.31580495,,
1958-06-30,462.7,478.2,462.7,482.1,12769174,,-2.980675479,,
1958-07-31,478.2,503,472.1,508.4,15660900,,0.189796094,,
1958-08-31,503,508.6,499.8,514.4,14052631,,2.491910827,,
1958-09-30,508.6,532.1,508.4,535,16227066,,5.265732269,,
1958-10-31,532.1,543.2,527.7,549.7,21433085,,7.386461336,,
1958-11-30,543.2,557.5,538.4,572.1,16770675,,9.174053916,,
1958-12-31,557.5,583.7,553.7,587.4,17129322,,11.39765512,,
1959-01-31,583.7,594,580.5,601.7,18775940,,12.73729481,,
1959-02-28,594,603.5,571.7,607.6,14839850,,13.37257343,,
1959-03-31,603.5,601.7,599.2,618.8,18593233,,12.78145141,,
1959-04-30,601.7,623.8,599.7,635.3,17106766,,12.94874349,,
1959-05-31,623.8,643.8,611.7,647.2,16003761,,13.41909519,,
1959-06-30,643.8,643.6,613.1,648.7,14506014,,12.73504054,,
1959-07-31,643.6,674.9,643.6,678.7,15992483,,13.34451631,,
1959-08-31,674.9,664.4,639.3,683.9,11515039,,12.03480896,,
1959-09-30,664.4,631.7,613.3,665,12969926,,8.146669927,,
1959-10-31,631.7,646.6,624.6,649.4,13833835,,5.865395437,,
1959-11-30,646.6,659.2,631,661.2,14548871,,4.550711639,,
1959-12-31,660,679.4,658.5,682.7,16287967,,4.38542831,,
1960-01-31,679.4,622.6,619.5,688.2,14418046,,0.025275962,,
1960-02-29,622.6,630.1,603.3,640.3,13646617,,-2.632154455,,
1960-03-31,630.1,616.6,596.2,632.7,14821805,,-5.417216587,,
1960-04-30,616.6,601.7,598.4,637.2,12924811,,-8.213276043,,
1960-05-31,601.7,625.5,596.6,631.4,15516543,,-8.381191044,,
1960-06-30,625.5,640.6,620.6,663.6,17251127,,-7.42914488,,
1960-07-31,640.6,616.7,597.3,650.1,12148872,,-8.296992953,,
1960-08-31,616.7,626,600.3,645.3,14736093,,-8.122364483,,
1960-09-30,626,580.1,565.5,631,13723308,,-10.80770876,,
1960-10-31,580.1,580.4,564.2,600,12263909,,-12.17184933,,
1960-11-30,580.4,597.2,579.4,614.1,13987218,,-11.55564096,,
1960-12-31,597.2,615.9,589.8,621.3,17442856,,-9.582899691,,
1961-01-31,615.9,648.2,606.1,655.2,20077444,,-5.973562647,,
1961-02-28,648.2,662.1,632.8,667,20916543,,-2.688276545,,
1961-03-31,662.1,676.6,656.4,685.3,25951130,,0.266098303,,
1961-04-30,676.6,678.7,671.6,700.8,22953381,,2.066245653,,
1961-05-31,678.7,696.7,673,714.7,21866165,,4.058570333,,
1961-06-30,696.7,684,673.5,708.9,16486466,,4.098454506,,
1961-07-31,684,705.4,674.8,709.8,13723309,,5.079337129,,
1961-08-31,705.4,719.9,702.2,730.2,18381203,,6.146681146,,
1961-09-30,719.9,701.2,688.9,733.5,14395489,,5.079509584,,
1961-10-31,701.2,703.9,693.1,714.1,16461656,,4.084528682,,
1961-11-30,703.9,721.6,700.1,741.3,19797745,,4.13490952,,
1961-12-31,721.6,731.1,714.6,739.9,18581955,,4.30513266,,
1962-01-31,731.1,700,686.9,734.4,18223306,,1.940737835,,
1962-02-28,700,708.1,696.1,721.4,14916540,,0.608868145,,
1962-03-31,708.1,707,703.3,727.1,15437595,,-0.594526224,,
1962-04-30,707,665.3,661.5,709.7,14715787,,-4.243952936,,
1962-05-31,665.3,613.4,553.8,679.2,25044362,,-9.876463698,,
1962-06-30,613.4,561.3,524.6,616.5,22592482,,-16.44692068,,
1962-07-31,561.3,597.9,557.3,601.2,16727821,,-17.56271732,,
1962-08-31,597.6,609.2,582.1,622,18135340,,-16.77570455,,
1962-09-30,609.2,579,572.2,612.4,14185715,,-17.44750203,,
1962-10-31,579,589.8,549.7,594.8,17749624,,-16.34214618,,
1962-11-30,589.8,649.3,582.7,656,21658647,,-11.03568234,,
1962-12-31,649.3,652.1,636.9,658.8,18241352,,-6.967528005,,
1963-01-31,652.1,682.9,643.6,686.9,23000752,,-2.086006446,,
